,Date,Over,Over category,BattingOrder,WicketsInHand,Non Striker,Bowler,Bowler Type,3Yr_Econ_Avg,3Yr_Wickets_Total,Status,Opposition,Venue,Runs,CumulativeRunsForBowler
2594,2016-05-02,13.2,Middle Overs (10-16),4,6,V Kohli,PP Chawla,Right-arm legbreak,7.503,36.0,Not Out,Kolkata Knight Riders,Bangalore,1,153
2595,2016-05-02,13.4,Middle Overs (10-16),4,6,V Kohli,PP Chawla,Right-arm legbreak,7.503,36.0,lbw,Kolkata Knight Riders,Bangalore,0,157
2620,2016-05-09,15.1,Middle Overs (10-16),3,5,Sachin Baby,Sandeep Sharma,Right-arm fast-medium,7.747,39.0,Not Out,Punjab Kings,Chandigarh,1,3
2621,2016-05-09,15.3,Middle Overs (10-16),3,5,Sachin Baby,Sandeep Sharma,Right-arm fast-medium,7.747,39.0,Not Out,Punjab Kings,Chandigarh,6,6
2622,2016-05-09,15.4,Middle Overs (10-16),3,5,Sachin Baby,Sandeep Sharma,Right-arm fast-medium,7.747,39.0,Not Out,Punjab Kings,Chandigarh,2,9
2623,2016-05-09,15.5,Middle Overs (10-16),3,5,Sachin Baby,Sandeep Sharma,Right-arm fast-medium,7.747,39.0,Not Out,Punjab Kings,Chandigarh,4,12
2624,2016-05-09,15.6,Middle Overs (10-16),3,5,Sachin Baby,Sandeep Sharma,Right-arm fast-medium,7.747,39.0,Not Out,Punjab Kings,Chandigarh,2,15
2625,2016-05-09,16.2,Death Overs,3,5,Sachin Baby,MM Sharma,Right-arm fast-medium,7.75,57.0,Not Out,Punjab Kings,Chandigarh,2,3
2626,2016-05-09,16.3,Death Overs,3,5,Sachin Baby,MM Sharma,Right-arm fast-medium,7.75,57.0,Not Out,Punjab Kings,Chandigarh,2,6
2627,2016-05-09,16.4,Death Overs,3,5,Sachin Baby,MM Sharma,Right-arm fast-medium,7.75,57.0,Not Out,Punjab Kings,Chandigarh,4,9
2628,2016-05-09,16.5,Death Overs,3,5,Sachin Baby,MM Sharma,Right-arm fast-medium,7.75,57.0,Not Out,Punjab Kings,Chandigarh,4,12
2629,2016-05-09,16.6,Death Overs,3,5,Sachin Baby,MM Sharma,Right-arm fast-medium,7.75,57.0,Not Out,Punjab Kings,Chandigarh,1,15
2630,2016-05-09,17.1,Death Overs,3,5,Sachin Baby,Sandeep Sharma,Right-arm fast-medium,7.747,39.0,Not Out,Punjab Kings,Chandigarh,6,18
2631,2016-05-09,17.2,Death Overs,3,5,Sachin Baby,Sandeep Sharma,Right-arm fast-medium,7.747,39.0,Not Out,Punjab Kings,Chandigarh,4,21
2632,2016-05-09,17.3,Death Overs,3,5,Sachin Baby,Sandeep Sharma,Right-arm fast-medium,7.747,39.0,Not Out,Punjab Kings,Chandigarh,1,24
2633,2016-05-09,17.5,Death Overs,3,5,Sachin Baby,Sandeep Sharma,Right-arm fast-medium,7.747,39.0,caught,Punjab Kings,Chandigarh,0,27
2636,2016-05-11,2.1,Power Play,3,7,CH Gayle,JJ Bumrah,Right-arm fast,9.947,11.0,Not Out,Mumbai Indians,Bangalore,0,9
2637,2016-05-11,2.2,Power Play,3,7,CH Gayle,JJ Bumrah,Right-arm fast,9.947,11.0,Not Out,Mumbai Indians,Bangalore,0,12
2638,2016-05-11,2.3,Power Play,3,7,CH Gayle,JJ Bumrah,Right-arm fast,9.947,11.0,Not Out,Mumbai Indians,Bangalore,0,15
2639,2016-05-11,2.4,Power Play,3,7,CH Gayle,JJ Bumrah,Right-arm fast,9.947,11.0,Not Out,Mumbai Indians,Bangalore,0,18
2640,2016-05-11,2.5,Power Play,3,7,CH Gayle,JJ Bumrah,Right-arm fast,9.947,11.0,Not Out,Mumbai Indians,Bangalore,0,21
2641,2016-05-11,2.6,Power Play,3,7,CH Gayle,JJ Bumrah,Right-arm fast,9.947,11.0,Not Out,Mumbai Indians,Bangalore,1,24
2652,2016-05-11,7.1,Middle Overs (6-10),3,6,KL Rahul,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Bangalore,0,189
2653,2016-05-11,7.2,Middle Overs (6-10),3,6,KL Rahul,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Bangalore,1,192
2654,2016-05-11,7.4,Middle Overs (6-10),3,6,KL Rahul,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Bangalore,1,195
2655,2016-05-11,8.5,Middle Overs (6-10),3,6,KL Rahul,JJ Bumrah,Right-arm fast,9.947,11.0,Not Out,Mumbai Indians,Bangalore,1,27
2656,2016-05-11,9.1,Middle Overs (6-10),3,6,KL Rahul,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Bangalore,6,198
2657,2016-05-11,9.2,Middle Overs (6-10),3,6,KL Rahul,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Bangalore,0,201
2658,2016-05-11,9.3,Middle Overs (6-10),3,6,KL Rahul,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Bangalore,1,204
2659,2016-05-11,9.5,Middle Overs (6-10),3,6,KL Rahul,Harbhajan Singh,Right-arm offbreak,6.933,56.0,Not Out,Mumbai Indians,Bangalore,1,207
2661,2016-05-14,3.6,Power Play,3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,0,83
2664,2016-05-14,5.3,Power Play,3,7,V Kohli,PV Tambe,Right-arm legbreak,7.693,23.0,Not Out,Gujarat Lions,Bangalore,0,15
2665,2016-05-14,5.4,Power Play,3,7,V Kohli,PV Tambe,Right-arm legbreak,7.693,23.0,Not Out,Gujarat Lions,Bangalore,4,18
2666,2016-05-14,5.5,Power Play,3,7,V Kohli,PV Tambe,Right-arm legbreak,7.693,23.0,Not Out,Gujarat Lions,Bangalore,6,21
2667,2016-05-14,5.6,Power Play,3,7,V Kohli,PV Tambe,Right-arm legbreak,7.693,23.0,Not Out,Gujarat Lions,Bangalore,0,24
2676,2016-05-14,8.1,Middle Overs (6-10),3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,0,44
2677,2016-05-14,8.2,Middle Overs (6-10),3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,0,47
2678,2016-05-14,8.3,Middle Overs (6-10),3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,1,50
2679,2016-05-14,8.6,Middle Overs (6-10),3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,0,53
2680,2016-05-14,9.4,Middle Overs (6-10),3,7,V Kohli,DR Smith,Right-arm medium,9.933,7.0,Not Out,Gujarat Lions,Bangalore,1,3
2681,2016-05-14,9.6,Middle Overs (6-10),3,7,V Kohli,DR Smith,Right-arm medium,9.933,7.0,Not Out,Gujarat Lions,Bangalore,4,6
2682,2016-05-14,10.2,Middle Overs (10-16),3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,1,56
2683,2016-05-14,10.6,Middle Overs (10-16),3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,0,59
2684,2016-05-14,11.3,Middle Overs (10-16),3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,6,86
2685,2016-05-14,11.4,Middle Overs (10-16),3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,4,89
2686,2016-05-14,11.5,Middle Overs (10-16),3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,4,92
2687,2016-05-14,11.6,Middle Overs (10-16),3,7,V Kohli,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,1,95
2688,2016-05-14,12.1,Middle Overs (10-16),3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,1,62
2689,2016-05-14,12.3,Middle Overs (10-16),3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,0,65
2690,2016-05-14,12.4,Middle Overs (10-16),3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,4,68
2691,2016-05-14,12.5,Middle Overs (10-16),3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,6,71
2692,2016-05-14,12.6,Middle Overs (10-16),3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,0,74
2695,2016-05-14,14.2,Middle Overs (10-16),3,7,V Kohli,PV Tambe,Right-arm legbreak,7.693,23.0,Not Out,Gujarat Lions,Bangalore,1,27
2696,2016-05-14,14.4,Middle Overs (10-16),3,7,V Kohli,PV Tambe,Right-arm legbreak,7.693,23.0,Not Out,Gujarat Lions,Bangalore,6,30
2697,2016-05-14,14.5,Middle Overs (10-16),3,7,V Kohli,PV Tambe,Right-arm legbreak,7.693,23.0,Not Out,Gujarat Lions,Bangalore,4,33
2698,2016-05-14,14.6,Middle Overs (10-16),3,7,V Kohli,PV Tambe,Right-arm legbreak,7.693,23.0,Not Out,Gujarat Lions,Bangalore,1,36
2699,2016-05-14,15.1,Middle Overs (10-16),3,7,V Kohli,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,0,37
2700,2016-05-14,15.2,Middle Overs (10-16),3,7,V Kohli,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,6,40
2701,2016-05-14,15.3,Middle Overs (10-16),3,7,V Kohli,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,6,43
2702,2016-05-14,15.4,Middle Overs (10-16),3,7,V Kohli,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,4,46
2703,2016-05-14,15.5,Middle Overs (10-16),3,7,V Kohli,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,6,49
2704,2016-05-14,15.6,Middle Overs (10-16),3,7,V Kohli,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,1,52
2705,2016-05-14,16.1,Death Overs,3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,0,77
2706,2016-05-14,16.2,Death Overs,3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,0,80
2707,2016-05-14,16.3,Death Overs,3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,0,83
2708,2016-05-14,16.5,Death Overs,3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,6,86
2709,2016-05-14,16.6,Death Overs,3,7,V Kohli,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,6,89
2713,2016-05-14,19.1,Death Overs,3,7,V Kohli,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,1,55
2714,2016-05-16,7.4,Middle Overs (6-10),3,7,V Kohli,SP Narine,Right-arm offbreak,6.373,50.0,Not Out,Kolkata Knight Riders,Kolkata,0,7
2715,2016-05-16,7.5,Middle Overs (6-10),3,7,V Kohli,SP Narine,Right-arm offbreak,6.373,50.0,Not Out,Kolkata Knight Riders,Kolkata,1,10
2723,2016-05-16,11.4,Middle Overs (10-16),3,7,V Kohli,PP Chawla,Right-arm legbreak,7.503,36.0,Not Out,Kolkata Knight Riders,Kolkata,0,160
2724,2016-05-16,11.5,Middle Overs (10-16),3,7,V Kohli,PP Chawla,Right-arm legbreak,7.503,36.0,Not Out,Kolkata Knight Riders,Kolkata,1,163
2731,2016-05-16,13.1,Middle Overs (10-16),3,7,V Kohli,PP Chawla,Right-arm legbreak,7.503,36.0,Not Out,Kolkata Knight Riders,Kolkata,2,166
2732,2016-05-16,13.2,Middle Overs (10-16),3,7,V Kohli,PP Chawla,Right-arm legbreak,7.503,36.0,Not Out,Kolkata Knight Riders,Kolkata,1,169
2733,2016-05-16,13.6,Middle Overs (10-16),3,7,V Kohli,PP Chawla,Right-arm legbreak,7.503,36.0,Not Out,Kolkata Knight Riders,Kolkata,1,172
2737,2016-05-16,15.3,Middle Overs (10-16),3,7,V Kohli,SP Narine,Right-arm offbreak,6.373,50.0,Not Out,Kolkata Knight Riders,Kolkata,1,13
2738,2016-05-16,15.6,Middle Overs (10-16),3,7,V Kohli,SP Narine,Right-arm offbreak,6.373,50.0,Not Out,Kolkata Knight Riders,Kolkata,6,16
2745,2016-05-16,18.4,Death Overs,3,7,V Kohli,PP Chawla,Right-arm legbreak,7.503,36.0,Not Out,Kolkata Knight Riders,Kolkata,4,175
2754,2016-05-22,2.2,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Raipur,0,73
2755,2016-05-22,2.3,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,Not Out,Delhi Capitals,Raipur,0,76
2756,2016-05-22,2.4,Power Play,3,7,V Kohli,Z Khan,Left-arm fast-medium,6.937,17.0,caught,Delhi Capitals,Raipur,0,79
2757,2016-05-24,1.3,Power Play,3,7,CH Gayle,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,0,98
2758,2016-05-24,1.4,Power Play,3,7,CH Gayle,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,1,101
2759,2016-05-24,2.1,Power Play,3,7,CH Gayle,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,0,58
2760,2016-05-24,2.2,Power Play,3,7,CH Gayle,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,0,61
2761,2016-05-24,2.3,Power Play,3,7,CH Gayle,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,6,64
2762,2016-05-24,2.4,Power Play,3,7,CH Gayle,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,1,67
2763,2016-05-24,4.1,Power Play,3,5,SR Watson,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,1,92
2764,2016-05-24,4.3,Power Play,3,5,SR Watson,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,1,95
2765,2016-05-24,5.1,Power Play,3,4,Sachin Baby,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,1,104
2766,2016-05-24,5.6,Power Play,3,3,STR Binny,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,1,107
2767,2016-05-24,6.1,Middle Overs (6-10),3,3,STR Binny,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,1,98
2768,2016-05-24,6.5,Middle Overs (6-10),3,3,STR Binny,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,4,101
2769,2016-05-24,6.6,Middle Overs (6-10),3,3,STR Binny,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,4,104
2770,2016-05-24,7.2,Middle Overs (6-10),3,3,STR Binny,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,1,110
2771,2016-05-24,7.5,Middle Overs (6-10),3,3,STR Binny,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,0,113
2772,2016-05-24,7.6,Middle Overs (6-10),3,3,STR Binny,DS Kulkarni,Right-arm fast-medium,8.057,27.0,Not Out,Gujarat Lions,Bangalore,1,116
2774,2016-05-24,9.1,Middle Overs (6-10),3,3,STR Binny,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,1,107
2775,2016-05-24,9.3,Middle Overs (6-10),3,3,STR Binny,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,1,110
2776,2016-05-24,9.6,Middle Overs (6-10),3,2,Iqbal Abdulla,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,1,113
2784,2016-05-24,12.1,Middle Overs (10-16),3,2,Iqbal Abdulla,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,0,116
2785,2016-05-24,12.2,Middle Overs (10-16),3,2,Iqbal Abdulla,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,1,119
2786,2016-05-24,12.5,Middle Overs (10-16),3,2,Iqbal Abdulla,RA Jadeja,Left-arm orthodox,7.787,43.0,Not Out,Gujarat Lions,Bangalore,1,122
2789,2016-05-24,14.3,Middle Overs (10-16),3,2,Iqbal Abdulla,DR Smith,Right-arm medium,9.933,7.0,Not Out,Gujarat Lions,Bangalore,4,9
2790,2016-05-24,14.4,Middle Overs (10-16),3,2,Iqbal Abdulla,DR Smith,Right-arm medium,9.933,7.0,Not Out,Gujarat Lions,Bangalore,6,12
2791,2016-05-24,14.5,Middle Overs (10-16),3,2,Iqbal Abdulla,DR Smith,Right-arm medium,9.933,7.0,Not Out,Gujarat Lions,Bangalore,1,15
2795,2016-05-24,16.2,Death Overs,3,2,Iqbal Abdulla,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,0,70
2796,2016-05-24,16.3,Death Overs,3,2,Iqbal Abdulla,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,6,73
2797,2016-05-24,16.4,Death Overs,3,2,Iqbal Abdulla,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,0,76
2798,2016-05-24,16.5,Death Overs,3,2,Iqbal Abdulla,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,4,79
2799,2016-05-24,16.6,Death Overs,3,2,Iqbal Abdulla,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,1,82
2804,2016-05-24,18.1,Death Overs,3,2,Iqbal Abdulla,P Kumar,Right-arm fast-medium,7.417,22.0,Not Out,Gujarat Lions,Bangalore,1,85
0,2017-04-10,1.5,Power Play,3,7,Vishnu Vinod,Sandeep Sharma,Right-arm fast-medium,7.71,46.0,Not Out,Punjab Kings,Indore,4,30
1,2017-04-10,1.6,Power Play,3,7,Vishnu Vinod,Sandeep Sharma,Right-arm fast-medium,7.71,46.0,Not Out,Punjab Kings,Indore,0,33
2,2017-04-10,2.4,Power Play,3,7,Vishnu Vinod,MM Sharma,Right-arm fast-medium,8.403,50.0,Not Out,Punjab Kings,Indore,0,18
3,2017-04-10,2.5,Power Play,3,7,Vishnu Vinod,MM Sharma,Right-arm fast-medium,8.403,50.0,Not Out,Punjab Kings,Indore,0,21
4,2017-04-10,2.6,Power Play,3,7,Vishnu Vinod,MM Sharma,Right-arm fast-medium,8.403,50.0,Not Out,Punjab Kings,Indore,6,24
5,2017-04-10,3.4,Power Play,3,6,KM Jadhav,Sandeep Sharma,Right-arm fast-medium,7.71,46.0,Not Out,Punjab Kings,Indore,1,36
6,2017-04-10,4.1,Power Play,3,6,KM Jadhav,VR Aaron,Right-arm fast,9.317,21.0,Not Out,Punjab Kings,Indore,0,3
7,2017-04-10,4.2,Power Play,3,6,KM Jadhav,VR Aaron,Right-arm fast,9.317,21.0,Not Out,Punjab Kings,Indore,0,6
8,2017-04-10,4.3,Power Play,3,6,KM Jadhav,VR Aaron,Right-arm fast,9.317,21.0,Not Out,Punjab Kings,Indore,1,9
9,2017-04-10,4.5,Power Play,3,6,KM Jadhav,VR Aaron,Right-arm fast,9.317,21.0,Not Out,Punjab Kings,Indore,1,12
10,2017-04-10,5.1,Power Play,3,5,Mandeep Singh,Sandeep Sharma,Right-arm fast-medium,7.71,46.0,Not Out,Punjab Kings,Indore,1,39
11,2017-04-10,6.1,Middle Overs (6-10),3,5,Mandeep Singh,VR Aaron,Right-arm fast,9.317,21.0,Not Out,Punjab Kings,Indore,1,15
12,2017-04-10,6.6,Middle Overs (6-10),3,5,Mandeep Singh,VR Aaron,Right-arm fast,9.317,21.0,Not Out,Punjab Kings,Indore,4,18
19,2017-04-10,10.3,Middle Overs (10-16),3,5,Mandeep Singh,AR Patel,Left-arm orthodox,7.547,43.0,Not Out,Punjab Kings,Indore,0,3
20,2017-04-10,10.4,Middle Overs (10-16),3,5,Mandeep Singh,AR Patel,Left-arm orthodox,7.547,43.0,Not Out,Punjab Kings,Indore,1,6
21,2017-04-10,10.6,Middle Overs (10-16),3,5,Mandeep Singh,AR Patel,Left-arm orthodox,7.547,43.0,Not Out,Punjab Kings,Indore,1,9
25,2017-04-10,12.3,Middle Overs (10-16),3,5,Mandeep Singh,AR Patel,Left-arm orthodox,7.547,43.0,Not Out,Punjab Kings,Indore,1,12
26,2017-04-10,13.2,Middle Overs (10-16),3,4,STR Binny,VR Aaron,Right-arm fast,9.317,21.0,Not Out,Punjab Kings,Indore,0,21
27,2017-04-10,13.3,Middle Overs (10-16),3,4,STR Binny,VR Aaron,Right-arm fast,9.317,21.0,Not Out,Punjab Kings,Indore,1,24
28,2017-04-10,14.6,Middle Overs (10-16),3,4,STR Binny,AR Patel,Left-arm orthodox,7.547,43.0,Not Out,Punjab Kings,Indore,0,15
29,2017-04-10,15.3,Middle Overs (10-16),3,4,STR Binny,VR Aaron,Right-arm fast,9.317,21.0,Not Out,Punjab Kings,Indore,6,27
30,2017-04-10,15.4,Middle Overs (10-16),3,4,STR Binny,VR Aaron,Right-arm fast,9.317,21.0,Not Out,Punjab Kings,Indore,1,30
36,2017-04-10,17.4,Death Overs,3,4,STR Binny,MM Sharma,Right-arm fast-medium,8.403,50.0,Not Out,Punjab Kings,Indore,2,27
37,2017-04-10,17.5,Death Overs,3,4,STR Binny,MM Sharma,Right-arm fast-medium,8.403,50.0,Not Out,Punjab Kings,Indore,6,30
38,2017-04-10,17.6,Death Overs,3,4,STR Binny,MM Sharma,Right-arm fast-medium,8.403,50.0,Not Out,Punjab Kings,Indore,0,33
39,2017-04-10,18.2,Death Overs,3,4,STR Binny,Sandeep Sharma,Right-arm fast-medium,7.71,46.0,Not Out,Punjab Kings,Indore,4,42
40,2017-04-10,18.3,Death Overs,3,4,STR Binny,Sandeep Sharma,Right-arm fast-medium,7.71,46.0,Not Out,Punjab Kings,Indore,6,45
41,2017-04-10,18.4,Death Overs,3,4,STR Binny,Sandeep Sharma,Right-arm fast-medium,7.71,46.0,Not Out,Punjab Kings,Indore,6,48
42,2017-04-10,18.5,Death Overs,3,4,STR Binny,Sandeep Sharma,Right-arm fast-medium,7.71,46.0,Not Out,Punjab Kings,Indore,0,51
43,2017-04-10,18.6,Death Overs,3,4,STR Binny,Sandeep Sharma,Right-arm fast-medium,7.71,46.0,Not Out,Punjab Kings,Indore,0,54
44,2017-04-10,18.7,Death Overs,3,4,STR Binny,Sandeep Sharma,Right-arm fast-medium,7.71,46.0,Not Out,Punjab Kings,Indore,1,57
45,2017-04-10,19.1,Death Overs,3,4,STR Binny,MM Sharma,Right-arm fast-medium,8.403,50.0,Not Out,Punjab Kings,Indore,1,36
46,2017-04-10,19.4,Death Overs,3,4,STR Binny,MM Sharma,Right-arm fast-medium,8.403,50.0,Not Out,Punjab Kings,Indore,0,39
47,2017-04-10,19.5,Death Overs,3,4,STR Binny,MM Sharma,Right-arm fast-medium,8.403,50.0,Not Out,Punjab Kings,Indore,6,42
48,2017-04-10,19.6,Death Overs,3,4,STR Binny,MM Sharma,Right-arm fast-medium,8.403,50.0,Not Out,Punjab Kings,Indore,6,45
63,2017-04-14,13.1,Middle Overs (10-16),3,7,V Kohli,JJ Bumrah,Right-arm fast,9.213,23.0,Not Out,Mumbai Indians,Bangalore,1,30
64,2017-04-14,13.3,Middle Overs (10-16),3,7,V Kohli,JJ Bumrah,Right-arm fast,9.213,23.0,Not Out,Mumbai Indians,Bangalore,6,33
65,2017-04-14,13.4,Middle Overs (10-16),3,7,V Kohli,JJ Bumrah,Right-arm fast,9.213,23.0,Not Out,Mumbai Indians,Bangalore,1,36
72,2017-04-16,2.2,Power Play,3,7,V Kohli,JD Unadkat,Left-arm fast-medium,11.663,9.0,Not Out,Rising Pune Supergiants,Bangalore,0,3
73,2017-04-16,2.3,Power Play,3,7,V Kohli,JD Unadkat,Left-arm fast-medium,11.663,9.0,Not Out,Rising Pune Supergiants,Bangalore,0,6
74,2017-04-16,2.4,Power Play,3,7,V Kohli,JD Unadkat,Left-arm fast-medium,11.663,9.0,Not Out,Rising Pune Supergiants,Bangalore,0,9
75,2017-04-16,2.5,Power Play,3,7,V Kohli,JD Unadkat,Left-arm fast-medium,11.663,9.0,Not Out,Rising Pune Supergiants,Bangalore,0,12
76,2017-04-16,2.6,Power Play,3,7,V Kohli,JD Unadkat,Left-arm fast-medium,11.663,9.0,Not Out,Rising Pune Supergiants,Bangalore,6,15
85,2017-04-16,6.1,Middle Overs (6-10),3,6,KM Jadhav,Imran Tahir,Right-arm legbreak,8.553,29.0,Not Out,Rising Pune Supergiants,Bangalore,2,3
86,2017-04-16,6.2,Middle Overs (6-10),3,6,KM Jadhav,Imran Tahir,Right-arm legbreak,8.553,29.0,Not Out,Rising Pune Supergiants,Bangalore,1,6
87,2017-04-16,6.4,Middle Overs (6-10),3,6,KM Jadhav,Imran Tahir,Right-arm legbreak,8.553,29.0,Not Out,Rising Pune Supergiants,Bangalore,1,9
94,2017-04-16,8.1,Middle Overs (6-10),3,6,KM Jadhav,Imran Tahir,Right-arm legbreak,8.553,29.0,Not Out,Rising Pune Supergiants,Bangalore,1,12
95,2017-04-16,8.4,Middle Overs (6-10),3,6,KM Jadhav,Imran Tahir,Right-arm legbreak,8.553,29.0,Not Out,Rising Pune Supergiants,Bangalore,6,15
96,2017-04-16,8.5,Middle Overs (6-10),3,6,KM Jadhav,Imran Tahir,Right-arm legbreak,8.553,29.0,Not Out,Rising Pune Supergiants,Bangalore,1,18
101,2017-04-16,10.1,Middle Overs (10-16),3,6,KM Jadhav,Imran Tahir,Right-arm legbreak,8.553,29.0,Not Out,Rising Pune Supergiants,Bangalore,0,21
102,2017-04-16,10.3,Middle Overs (10-16),3,6,KM Jadhav,Imran Tahir,Right-arm legbreak,8.553,29.0,stumped,Rising Pune Supergiants,Bangalore,0,24
103,2017-04-23,1.3,Power Play,4,6,CH Gayle,UT Yadav,Right-arm fast,8.747,31.0,Not Out,Kolkata Knight Riders,Kolkata,0,65
104,2017-04-23,1.4,Power Play,4,6,CH Gayle,UT Yadav,Right-arm fast,8.747,31.0,Not Out,Kolkata Knight Riders,Kolkata,4,69
105,2017-04-23,1.5,Power Play,4,6,CH Gayle,UT Yadav,Right-arm fast,8.747,31.0,Not Out,Kolkata Knight Riders,Kolkata,0,73
106,2017-04-23,1.6,Power Play,4,6,CH Gayle,UT Yadav,Right-arm fast,8.747,31.0,Not Out,Kolkata Knight Riders,Kolkata,0,77
